Expected_h,Expected_Om,Expected_OL,Expected_Ok,Expected_OQ,Simulated_Om_mean,Simulated_OL_mean,Simulated_Ok_mean,Simulated_OQ_mean,Simulated_H_mean,Simulated_Om_variance,Simulated_OL_variance,Simulated_Ok_variance,Simulated_OQ_variance,Simulated_H_variance
0.6,0.36,0.62,0.020000000000000018,0.0,0.18197236758447266,0.49662372369354796,0.29423074869980786,0.027173160022171523,0.00022362474073727277,4.8782587407838157e-08,1.084726565809986e-08,9.509224096500064e-08,3.345234703789121e-10,5.49889284895632e-16
0.6,0.36,0.64,0.0,0.0,0.17500646639087963,0.5165756108487534,0.2826582566682278,0.02575966609213918,0.0002227720866269212,3.3738225253410205e-08,8.517899095962774e-09,6.910356264307629e-08,2.057721623024683e-10,3.960138783176644e-16
0.6,0.36,0.66,-0.020000000000000018,0.0,0.168020839522984,0.5369906335249246,0.27066433099302023,0.024324195959071055,0.0002218841832401751,1.7331648774450012e-08,4.65658049776952e-09,3.6260306923446403e-08,2.1224822420900463e-10,1.9874410698942792e-16
0.6,0.36,0.68,-0.040000000000000036,0.0,0.16033690680850202,0.5575462710866635,0.25921603628828904,0.02290078581654529,0.00022103025984355346,4.096047093025447e-08,1.2196489347169113e-08,9.06485379823552e-08,1.6026323019062852e-10,4.792013961505843e-16
0.6,0.36,0.7,-0.05999999999999994,0.0,0.15268416147021333,0.578595058175315,0.2472457560330537,0.02147502432141806,0.00022014021857066037,2.4533019055353555e-08,7.096791307556052e-09,5.528765343759381e-08,1.0961219848804331e-10,2.5682203988983067e-16
0.6,0.36,0.72,-0.07999999999999996,0.0,0.14460609523532206,0.5999710418928205,0.23538353593255743,0.02003932693930008,0.0002192496130720162,1.7099407521014086e-08,4.079252734717175e-09,3.853935963457744e-08,7.009158891449136e-12,1.361986062983795e-16
0.6,0.36,0.74,-0.09999999999999998,0.0,0.13633115906464793,0.6217794403168502,0.22327925955572053,0.018610141062781266,0.00021834105972375403,1.346086207547154e-08,6.573017999882685e-09,3.532151706621916e-08,1.2504056583037585e-10,2.0263292566034976e-16
0.6,0.36,0.76,-0.12,0.0,0.1279377540046688,0.6441715377427406,0.210734900236428,0.017155808016162632,0.00021739210282271308,2.064478114506047e-08,8.691427736981049e-09,5.4026702387086105e-08,5.2961517991432627e-11,2.475104317395278e-16
0.6,0.36,0.78,-0.14,0.0,0.11913528995164883,0.6669550559955153,0.19820008146124019,0.015709572591595822,0.0002164396172767316,5.7564311101973696e-08,3.410034564265932e-08,1.687537572045748e-07,2.1623182817363196e-10,8.97626311355196e-16
0.6,0.36,0.8,-0.16000000000000003,0.0,0.11004635536292418,0.6902501035551717,0.18543417433895149,0.014269366742952597,0.0002154663664753848,2.2184223199822008e-08,1.520161521025599e-08,6.947177320991687e-08,8.231850057715737e-11,3.702967574086425e-16
